/media/trung/nvme0n1p4//dataset_ASR/tts/tts_lines_part_06_line_00000.wav
tts_lines_part_06_line_00018.wav(129.7872340425532%)|yêu người ta thương người ta mà lại để tú anh về hỏi người ta|nhiều người ta thì người ta mà lại để tú anh về hỏi người ta 
tts_lines_part_07_line_01712.wav(39.6551724137931%)|tủ chè khảm sập gụ bộ phòng khách tàu tủ đồ cổ gương to bằng cả một cái giường đỉnh đồng hun bày dưới đất đồ sộ bằng thứ đỉnh mà hạng võ đã nâng cao lên để khoe gân cốt những chậu sứ và đồ sứ giang tây ngần ấy đồ đạc tỏ ra rằng nếu đó không là nhà một vị nhất phẩm hưu quan thì cũng phải là một nhà giàu có|tủ chè khảm sập gụ bộ phòng khách tàu tủ đồ cổ gương to bằng cả một cái giường đỉnh đồng hun bày dưới đất đồ sộ bằng thứ đỉnh mà hạng võ đã nâng cao lên để khoe gân cốt những chậu sứ và đồ sứ giang tây ngần ấy đồ đã tỏ ra rằng nếu đó không là nhà một vị nhất phẩm hưu quan thì cũng phải là một nhà giàu có 
tts_lines_part_07_line_01723.wav(62.758620689655174%)|rồi thì từ cái sân trở vào lại một lối đi chật hẹp giữa một dãy tường và một dãy tường nữa thỉnh thoảng có cửa lớn và cửa sổ mà người ta để ngỏ hẳn hoặc che đi bằng màn hoặc bằng bình phong|rồi thì từ cái sân trở vào lại một lối đi chật hẹp giữa một giải tưởng và một giải tường nữa thỉnh thoảng có cửa lớn và cửa sổ mà người ta để bỏ hành hạ che đi bằng màn hoặc bằng bình phong
tts_lines_part_07_line_01727.wav(38.392857142857146%)|từ đây trở đi bên ngoài phòng những cái bóng trắng lặng lẽ chạy đi chạy lại tấp nập ý chừng sửa soạn cuộc tìm hoa cho bướm vì bướm đã sẵn chờ hoa|từ đây trở đi bên ngoài phòng những cái bóng trắng lặng lẽ chạy đi chạy lại tấp nập ý chừng sửa soạn của tìm hoa cho bướm vì bướm đã sẵn chờ hoa 
tts_lines_part_07_line_01735.wav(117.11711711711712%)|mụ vào ngồi chễm chệ đối diện chúng tôi đưa tay lên miệng che một cái ngáp nhọc mệt cái thứ ngáp của những người bị phiền nhiễu rồi hỏi thõng|mụ vào mồi chém trẻ đối diện chúng tôi đưa tay lên miệng che một cái nhất đọc mệt cái thứ nát của những người bị phiền nhiễu rồi hỏi thõng   
tts_lines_part_07_line_01773.wav(87.5%)|họa chăng|họ trần  
tts_lines_part_07_line_01774.wav(122.72727272727273%)|miễn cứ là đàn bà là được rồi   |nghiên cứu là đàn bà là được rồi
tts_lines_part_07_line_01782.wav(58.333333333333336%)|bạn tôi bĩu mồm |bạn tôi biểu một
tts_lines_part_07_line_01793.wav(27.27272727272727%)|tuỳ bà chị đấy|thì bà chỉ đấy
tts_lines_part_07_line_01808.wav(81.81818181818183%)|con duyên đâu|còn gì âu    
tts_lines_part_07_line_01811.wav(75.92592592592592%)|trong khi chờ đợi có con duyên nó nằm tiêm tạm cho hai ông anh đỡ buồn|trong khi chờ đợi có con gì nó nằm tiêm tạm cho hai ông anh đỡ buồn   
tts_lines_part_07_line_01816.wav(20.0%)|một cái gương kiểu psyché tại một góc|một cái gương kiểu sai kẻ tại một góc
tts_lines_part_07_line_01817.wav(53.06122448979592%)|bàn rửa mặt có sẵn nhiều khăn bông trắng nuốt tại một góc khác|bàn rửa mặt có sẵn nhiều khăn bông chán bước tại một góc khác 
tts_lines_part_07_line_01818.wav(24.03846153846154%)|trên tường vô số ảnh mỹ nữ tây phương khỏa thân những ảnh người ta lấy ở những báo chí khiêu dâm như paris plaisirs eros sex appeal|trên tường vô số ảnh mỹ nữ tây phương khỏa thân những ảnh người ta lấy ở những báo chí khiêu dâm như ba li lai xi a rút sách sa bu 
tts_lines_part_07_line_01820.wav(81.48148148148148%)|duyên co ro ngồi sửa soạn khay đèn|duyên co ro mỗi sửa soạn khay đèn 
tts_lines_part_07_line_01825.wav(103.7037037037037%)|duyên nằm ngoan ngoãn tiêm thuốc|dì làm ngon món ăn tiêm thuốc   
tts_lines_part_07_line_01830.wav(94.11764705882352%)|em trẻ lắm phải không   |em trẻ là một phải không
tts_lines_part_07_line_01835.wav(150.0%)|oai nhỉ  |có ai nhỉ
tts_lines_part_07_line_01844.wav(20.0%)|cái đó đã hẳn |cái đó đã hành
tts_lines_part_07_line_01850.wav(87.8048780487805%)|duyên bĩu môi rồi được dịp mạt sát tất cả bọn đàn ông|diễn biến môi rồi được gì mà sát tất cả bọn đàn ông  
tts_lines_part_07_line_01853.wav(67.44186046511628%)|các anh đã gây ra nghề mãi dâm vậy mà rồi bọn đàn bà bị trụy lạc về nghề này lại bị dư luận của các anh xỉ vả kết án|các anh đã gây ra nghề mãi dâm vậy mà rồi bọn đàn bà bị trí lạc về nghề này lại bị dư luận của các anh xỉ vả kết án 
tts_lines_part_07_line_01856.wav(98.14814814814815%)|chúng em quá nghe mắc lừa rồi trụy lạc thì đến lượt những thằng vô lương tâm khác đến xỉ vả chúng em và làm cho trụy lạc cho ô trọc thêm lên|chúng em quá nghe mắc lừa rồi chỉ lạc thì đến lượt những thằng vô lương tâm khác đến xỉ vả chúng em và làm cho chị lạc cho ô cho em lên     
tts_lines_part_07_line_01860.wav(127.08333333333333%)|duyên tuy nói để pha trò mà tôi cũng thấy sự hằn học trong giọng nói mà tôi cũng thấy cái nghĩa lý chính đáng của sự hằn học|dân tuy nói để pha trò mà tôi cũng thấy sự hằn học trong giọng nói mà tôi cũng thấy cái nghĩa lý chính đáng của sự hằn học  
tts_lines_part_07_line_01864.wav(50.0%)|duyên ngẩn ngơ hỏi lại|riêng mình ngơ hỏi lại
tts_lines_part_07_line_01865.wav(33.33333333333333%)|sao|sau
tts_lines_part_07_line_01866.wav(100.0%)|tiếc cái gì|thế cái gì 
tts_lines_part_07_line_01869.wav(110.5263157894737%)|duyên cười khanh khách|dân cười khanh khách  
tts_lines_part_07_line_01879.wav(115.66265060240963%)|ừ thì ít ra thì cũng phải sống ở gia đình cho đến năm mười bảy mười tám rồi có trụy lạc mới trụy lạc được chứ|ừ thì ra thì cũng phải sống ở gia đình cho đến năm mười bảy mười tám rồi có thể lạc mới chỉ là được chứ      
tts_lines_part_07_line_01888.wav(25.0%)|còn hư hỏng làm đĩ thì lại dễ mà trở nên bà lại lấy được những anh chồng sộp hết sức ngoan ngoãn hết sức |còn hư hỏng làm đĩ thì lại dễ mà trở nên bà lại lấy được những anh chồng sau hết sức mà ăn món ăn hết sức
tts_lines_part_12_line_00000.wav(90.47619047619048%)|do những lẽ ấy trước còn xưng hô nhau thưa ông thưa bà|do những lẽ ấy chứ còn xưng hô nhau thưa ông thưa bà  
tts_lines_part_12_line_00001.wav(25.37313432835821%)|rồi sau một thời kỳ bác bác tôi tôi đến cách gọi nhau là anh chị như ruột thịt chân tay|rồi sau một thời kỳ bác bác tôi tôi đến cách gọi nhau là anh chị như rồi thịt trên tay 
tts_lines_part_12_line_00014.wav(78.26086956521739%)|bác êu cái miệng bé bé này này|bác êu cái nhận bé bé này này 
tts_lines_part_12_line_00018.wav(112.5%)|thích quá thích quá|kết quả tích quả   
tts_lines_part_12_line_00019.wav(97.89473684210527%)|rồi anh ký bích hôn hít con bé mãi không thôi làm nó cứ cười toe toét và làm cho tôi cảm thấy cả cái hạnh phúc của một thằng đã là bố trẻ con mà con gái lại trông hay hay mẫm mụi nghĩa là tóm lại theo một câu nói riêng thì là trông cứ như con chó cún|rồi anh ký bích hôn hít con bé mãi không thôi làm nó cứ cười tâu tết và làm cho tôi cảm thấy cả cái hạnh phúc của một thằng đã là bố trẻ con mà con gái lại trông hay hay mẫm mụi nghĩa là tóm lại theo một câu nói riêng thì là trông cứ như con chó cún 
tts_lines_part_12_line_00027.wav(110.98901098901099%)|đôi guốc mòn gót quai cao su lốp ôtô lộn ngược mà chị kéo lê sền sệt cả gót chân thừa ra ngoài trông mới khổ sở làm sao|đôi guốc mòn gót của cao su lốp ôtô lộn ngược mà chị kéo lê sền sệt cả gót chân thừa ra ngoài trông mới khổ sở làm sao 
tts_lines_part_12_line_00031.wav(23.52941176470588%)|tôi bèn đẩy ghế mời chị ta ngồi và không gọi pha nước mới tôi chỉ rót ra đấy một chén nước chè cũ pha đã hai lần |tôi bèn đẩy ghế mời chị ta ngồi và không gọi pha nước mới tôi chỉ rót ra đấy một chén nước trẻ của pha đã hai lần
tts_lines_part_12_line_00032.wav(49.18032786885246%)|tôi bực mình cũng như bao nhiêu người đương lúc vội ra đi mà bị có khách đến ám |tôi bực mình cũng như bao nhiêu người đương lúc hỏi gia ni mà bị có khách đến ám
tts_lines_part_12_line_00050.wav(45.0%)|mời bác xơi tạm chén nước|mời bác xơi tạm trẻ nước 
tts_lines_part_12_line_00055.wav(107.40740740740742%)|thế ít lâu nay hai bác làm ăn ra sao|thế lâu nay hai bác làm ăn ra sao   
tts_lines_part_12_line_00069.wav(125.64102564102564%)|chẳng dám nhìn mặt ai nữa chẳng dám tìm đến ai nữa|thảm dám nhìn mặt ai nữa chẳng dám tìm đến ai nữa 
tts_lines_part_12_line_00079.wav(90.76923076923077%)|ừ cái thân tình gần như ruột thịt những ngày vui cũ tôi có còn nghĩ gì đến hay không|ừ cái thân tình gần như rồi thịt những ngày vui cũ tôi có còn nghĩ gì đến hay không 
tts_lines_part_12_line_00082.wav(150.0%)|tiền   |tên anh
tts_lines_part_12_line_00083.wav(118.5185185185185%)|than ôi lại chỉ những chuyện tiền|hà nội lại chỉ những chuyện tiền 
tts_lines_part_12_line_00084.wav(101.13636363636364%)|bao nhiêu cái gì là ích kỷ là đê hèn là chó má là tàn nhẫn lúc ấy đều thức dậy cả trong cái tấm lòng khốn nạn của tôi|bao nhiêu cái gì lại kỷ là đê hèn là chó má là tàn nhẫn lúc ấy đều thức dậy cả trong cái tấm lòng khốn nạn của tôi   
tts_lines_part_12_line_00089.wav(100.0%)|thì|cây
tts_lines_part_12_line_00091.wav(21.428571428571427%)|tôi đành hỏi ngay|tôi đành hỏi này 
tts_lines_part_12_line_00106.wav(56.92307692307692%)|vì cho thì một đồng đã là to còn cho vay thì lại là ít quá không được tử tế như cho hẳn|vì cho thì một đồng đã là to còn cho vay thì lại lại quá không được tử tế như cho hẳn  
tts_lines_part_12_line_00108.wav(78.57142857142857%)|chị hài lòng chưa  |chị hai là ông chưa
tts_lines_part_12_line_00119.wav(48.717948717948715%)|khi đến chợ hôm chợt thấy chị bích ẵm con bước lên |khi đến chợ hôm chợt thấy chị biết cảm con bước lên
tts_lines_part_12_line_00120.wav(39.58333333333333%)|đêm trước chúng tôi vừa mới thực hành cái truỵ lạc chủ nghĩa|nên trước chúng tôi vừa mới thực hành cái chỉ là chủ nghĩa  
tts_lines_part_12_line_00124.wav(123.8532110091743%)|trông thấy chị lên xe tôi lại giật mình nhưng không thể lánh mặt được tôi đành ngả mũ chào chị và cố nhiên cái vẻ mặt lúc ấy là phải lãnh đạm|trông đấy chị lên xe tôi lại giật mình nhưng không thể lánh mặt được tôi đành ngả mũ chào chị và cố nhiên cái vẻ mặt lúc ấy là phải lãnh đạm 
tts_lines_part_12_line_00130.wav(131.1688311688312%)|tuy vậy tôi cũng nhớ ngay đến thời xưa khi con gái tôi mới đẻ nó đã được chị bích quý hóa như thế nào|vì vậy tôi cũng nhớ ngay đến thời xưa khi con gái tôi mới đẻ nó đã được chị bích quý hóa như thế nào 
tts_lines_part_12_line_00131.wav(53.09734513274337%)|và tôi đã hỏi mấy câu qua loa về đứa bé để rồi ngắt chuyện xin diêm thuốc các bạn hữu cùng ngồi quanh đấy ý muốn cho chị bích mau lấy áo đậy con lại|và tôi đã hỏi mấy câu qua loa về đứa bé để rồi ngắt chuyện xin diêm thuốc các bạn hữu của mỗi quanh đấy ý muốn cho chị bích mau lấy áo đậy con lại  
tts_lines_part_12_line_00149.wav(122.3529411764706%)|chị bích ngơ ngác nhìn tôi mãi như ngạc nhiên vì sợ tôi lại nỡ ngờ cái lòng thực thà hoặc biết nhận ơn của chị |chỉ biết ngừng các nhìn tôi mãi như ngạc nhiên vì sợ tôi lại nỡ ngờ cái lòng thực thà hoặc biết nhận ơn của chị
tts_lines_part_12_line_00156.wav(100.0%)|bẩm vâng|bà vân  
tts_lines_part_12_line_00170.wav(115.12605042016806%)|đương lúi húi mặc cả trước một bàn hoa tình cờ lúc nghển lên chúng tôi trông thấy chị bích đương đi từ cổng chợ ra cách chỗ chúng tôi đứng độ mươi thước|đương lúi húi mà cả trước một bàn hoa tình cờ lúc nghển lên chúng tôi trông thấy chị bích đương đi từ cổng chợ ra cách chỗ chúng tôi đứng độ mươi thước 
tts_lines_part_12_line_00172.wav(100.0%)|bác bích|ba bí   
tts_lines_part_12_line_00173.wav(77.77777777777779%)|bác bích ơi  |bác biết chơi
tts_lines_part_12_line_00174.wav(75.0%)|bích|bây 
tts_lines_part_12_line_00177.wav(57.26495726495726%)|thì chị bích lại vờ như không nhìn thấy nữa ôm con và ôm rổ cúi đầu quay đi thẳng trước còn bước chậm sau thoăn thoắt rõ nhanh và sau cùng thì chạy hẳn|thì chị bích lại vờ như không nhìn thấy nữa ôm con và ôm rổ cúi đầu quay đi thẳng chứ còn bước chậm sau thoăn thoắt rõ nhanh và sau cùng thì chạy hẳn  
tts_lines_part_12_line_00184.wav(100.36101083032491%)|chính thế đó vì trước bàn giấy của tôi có một cái gương psyché và khi tôi chợt ngưng bút để nhìn cái hình thù và cái người ngợm của tôi trong gương thì tôi buồn nôn thì tôi ghê tởm cả cho chính tôi vì rằng trừ một bọn nịnh sằng vẫn gọi tôi là danh sĩ là văn hào thì trong thiên hạ than ôi lại vẫn có một số người đứng đắn kia nỡ lòng khen tôi là một người tử tế|chính thế đó vì chiếc bàn giấy của tôi có một cái gương sài ké và khi tôi trợ ngừng hút để nhìn cái hình thủ và cái người ẩn của tôi trong gương thì tôi buồn nôn thì tôi ghê tởm cả cho chính tôi vì rằng trừ một bọn nịnh sằng vẫn gọi tôi là danh sĩ là văn hào thì trong thiên hạ than ôi lại vẫn có một số người đứng đắn kia nỡ lòng khen tôi là một người tử tế   
