VIVOSSPK01_R001|x_ɛ_k_5b s_a_n_6
VIVOSSPK37_067|s_o_ŋ͡m_5 ɲ_ɯ_1 ŋ_ɔ_n_6 d_ɛ_n_2 d_e_4 s_ɔ_j_1 s_a_ŋ_5 m_ɔ_j_6 ŋ_ɯə_j_2 t_ɯ_6 s_ɔ_j_1 s_a_ŋ_5 m_i_ŋ_2 v_a_2 c_ă_j_5 d_e_n_5 z_ɔ_t_6b k_uə_j_5 k_u_ŋ_2
VIVOSSPK37_068|s_a_ŋ_5 c_iə_w_2 h_o_j_6 z_iə_n_3 t_iə_ŋ_5 h_a_t_5b b_a_w_4 m_i_ŋ_1 z_ɔ_1 k_o_ŋ͡m_1 t_i_1 b_a_w_4 h_iə_m_4 b_a_w_4 m_i_ŋ_1 t_o_4 c_ɯ_k_5b
VIVOSSPK37_069|c_u_1 k_i_2 z_a_m_4 d_iə_m_4 d_a_3 t_a_m_6 tʰ_ɤ_j_2 b_i_6 k_ă_t_5b d_ɯ_t_5b z_ɔ_ŋ͡m_2 t_iə_n_2 s_ɛ_3 t_iə_p_5b t_u_k_6b d_o_4 v_a_w_2 tʰ_i_6 c_ɯə_ŋ_2 s_ă_w_1 k_i_2 ŋ_i_4 l_e_3
VIVOSSPK37_070|n_ɛu_5 k_a_k_5b ɛ_m_1 t_i_m_2 d_ɯə_k_6b ɲ_ɯ_ŋ_3 t_a_j_2 l_iə_w_6 v_iə_t_5b t_o_t_5b tʰ_i_2 t_ɤ̆_t_5b ɲ_iə_n_1 z_ɤ̆_t_5b b_o_4 i_k_5b c_ɔ_1 v_iə_k_6b tʰ_i_1
VIVOSSPK37_071|s_ɤ_m_5 t_i_ŋ_1 m_ɤ_1 t_ɯ_ŋ_2 d_w_a_n_2 s_ɯ_1 s_a_j_3 c_ɔ_ŋ͡m_1 t_ɤ̆_m_5 a_w_5 c_w_a_ŋ_2 m_ă_w_2 v_a_ŋ_2 k_a_m_1 l_u_3 l_ɯə_t_6b d_i_1 x_ă_p_5b k_a_k_5b n_eo_4 d_ɯə_ŋ_2
VIVOSSPK37_072|t_w_i_1 ɲ_iə_n_1 c_e_n_1 tʰ_ɯ_k_6b t_e_5 z_ɤ̆_t_5b ɲ_iə_w_2 l_w_a_j_6 s_ɛ_1 k_ɤ̆_m_5 v_ɤ̆_n_3 l_ɯ_w_1 tʰ_o_ŋ͡m_1 l_a_m_2 m_ă_t_6b d_ɯə_ŋ_2 b_ɔ_ŋ͡m_1 c_ɔ_k͡p_5b
VIVOSSPK37_073|l_a_m_2 ɲ_ɯ_1 v_ɤ̆_j_6 ŋ_ɯə_j_2 t_a_1 c_ɔ_1 z_ă_ŋ_2 m_i_ŋ_2 d_a_3 l_a_m_2 d_ɯə_k_6b ɣ_i_2 d_ɔ_5 z_u_p_5b d_ɛ_m_1 m_ɯə_1 d_e_n_5 c_ɔ_1 m_uə_2 m_a_ŋ_2 c_e_n_1 d_o_ŋ͡m_2
VIVOSSPK37_074|c_ɔ_ŋ͡m_1 d_ɔ_5 b_a_n_5 m_ɛ_ŋ_6 ɲ_ɤ̆_t_5b v_ɤ̆_n_3 l_a_2 s_a_n_4 f_ɤ̆_m_4 s_ɯə_3 d_ɤ̆_w_6 n_ɛ_ŋ_2 n_ɯə_k_5b ŋ_ɔ_t_6b v_a_2 k_a_k_5b s_a_n_4 f_ɤ̆_m_4 tʰ_ɯ_k_5b uə_ŋ_5 z_i_ŋ_1 z_ɯə_ŋ_3 ɲ_ɯ_1 c_a_2 b_i_5 d_a_w_1 n_ɯə_k_5b iɛ_n_5
VIVOSSPK37_075|h_ɔ_j_4 k_i_3 b_a_k_5b s_i_3 z_ɯə_k_6b s_i_3 k_ɛ_k_5b z_u_ŋ_2 tʰ_uə_k_5b tʰ_eo_1 d_u_ŋ_5 c_i_4 d_i_ŋ_6 v_e_2 s_o_5 v_iə_n_1 s_o_5 l_ɤ̆_n_2 z_u_ŋ_2 c_ɔ_ŋ͡m_1 ŋ_ă_j_2 s_o_5 ŋ_ă_j_2 c_ɔ_ŋ͡m_1 d_ɤ_t_6b d_iə_w_2 c_i_6
VIVOSSPK37_076|c_u_ŋ_5 t_a_1 x_o_ŋ͡m_1 n_e_n_1 f_u_4 ɲ_ɤ̆_n_6 t_w_a_n_2 b_o_6 kw_a_5 c_i_ŋ_2 s_ɤ̆_j_1 z_ɯ_ŋ_6 z_a_w_5 c_i_ŋ_2 c_ɔ_ŋ͡m_1 z_a_j_1 d_w_a_n_6 kw_a_5 d_o_6 v_ɯə_2 kw_a_1 z_u_2 k_ɔ_5 ɲ_iə_w_2 x_iə_m_5 x_w_iə_t_5b
VIVOSSPK37_077|d_i_1 k_a_ŋ_2 s_ɤ̆_w_1 v_a_w_2 tʰ_u_ŋ_1 l_u_ŋ_3 k_ɤ̆_j_1 ɣ_o_3 t_ɔ_1 k_a_ŋ_2 ɲ_iə_w_2 v_a_2 z_ɤ̆_j_1 l_eo_1 k_a_ŋ_2 c_ă_ŋ_2 c_i_t_6b
VIVOSSPK37_078|ɲ_ɯ_ŋ_3 o_ŋ͡m_5 c_ɛ_1 t_iə_t_5b k_iə_m_6 ɤ̆_j_5 tʰ_ɤ̆_t_6b s_ɯ_6 z_u_p_5b x_o_ŋ͡m_1 i_t_5b h_o_6 v_ɯə_t_6b x_ɔ_5 tʰ_w_a_t_5b ŋ_eo_2
VIVOSSPK37_079|tʰ_eo_1 d_ɔ_5 k_a_k_5b b_a_k_5b s_i_3 s_ɛ_3 d_ɯə_1 o_ŋ͡m_5 tʰ_o_ŋ͡m_1 d_e_n_5 v_i_6 c_i_5 h_w_iə_t_5b x_o_j_5 l_a_m_2 h_w_iə_t_5b x_o_j_5 t_a_n_1 t_ɯ_ŋ_2 m_ɛ_ŋ_4 ɲ_ɔ_4 v_a_2 h_u_t_5b ŋ_ɯə_k_6b c_ɤ_4 l_a_j_6 o_ŋ͡m_5
VIVOSSPK37_080|k_ɔ_5 v_ɛ_4 ɲ_ɯ_1 ŋ_ɛ_ŋ_2 c_ɯ_k_5b n_ă_ŋ_1 c_ɯə_1 tʰ_ɤ̆_t_6b s_ɯ_6 c_ɤ̆_n_1 c_ɔ_ŋ͡m_6 ɲ_ɯ_ŋ_3 i_5 k_iə_n_5 d_ɔ_ŋ͡m_5 ɣ_ɔ_p_5b k_uə_4 k_a_k_5b ɲ_a_2 z_a_w_5
VIVOSSPK37_081|d_ɤ̆_j_1 l_a_2 m_o_t_6b kw_i_3 tʰ_iə_n_6 ŋ_w_iə_n_6 ɲ_ă_m_2 m_u_k_6b d_i_k_5b t_a_j_2 c_ɤ_6 c_ɔ_1 k_a_k_5b z_ɯ_6 a_n_5 f_a_t_5b c_iə_n_4 k_o_ŋ͡m_6 d_o_ŋ͡m_2 d_iə_6 f_ɯə_ŋ_1 c_u_4 iə_w_5 l_a_2 c_i_1 c_ɔ_1 k_o_ŋ͡m_1 ŋ_e_6 tʰ_o_ŋ͡m_1 t_i_n_1
VIVOSSPK37_082|ɲ_iə_w_2 ŋ_ɯə_j_2 d_a_3 t_ɯ_6 m_i_ŋ_2 ɲ_ɤ_5 ŋ_ă_j_2 s_i_ŋ_1 k_uə_4 v_ɤ_6 c_ɯ_5 x_o_ŋ͡m_1 f_a_j_4 c_i_4 k_o_5 ɲ_ɤ_5 ŋ_ă_j_2 s_i_ŋ_1 k_uə_4 b_a_n_6 ɣ_a_j_5
VIVOSSPK37_083|k_ɔ_n_1 t_o_j_1 tʰ_i_ŋ_4 tʰ_w_a_ŋ_4 k_u_ŋ_3 b_i_6 b_a_n_6 k_ă_n_5 k_a_w_2 v_e_2 ɲ_a_2 b_ă_n_5 m_ɛ_6 d_u_ŋ_2 c_eo_5
VIVOSSPK37_084|h_ɔ_6 f_a_j_4 f_ɤ̆_n_5 d_ɤ̆_w_5 v_a_w_2 l_a_m_2 v_iə_k_6b ɤ_4 k_a_k_5b v_iə_n_6 ŋ_iə_n_1 k_ɯ_w_5 s_ă_w_1 d_ɔ_5 tʰ_a_m_1 z_a_1 ɯ_ŋ_5 k_ɯ_4 v_a_w_2 b_iə_n_1 c_e_5 z_a_ŋ_4 z_ă_j_6
VIVOSSPK37_085|v_ɤ_j_5 t_i_ŋ_2 h_i_ŋ_2 x_u_ŋ_4 h_w_a_ŋ_4 k_i_ŋ_1 t_e_5 h_iə_n_6 n_ă_j_1 ɲ_iə_w_2 ŋ_ɯə_j_2 ŋ_i_1 ŋ_ɤ_2 z_i_k_6b v_u_6 z_u_1 l_i_k_6b t_o_n_5 k_ɛ_m_5 n_ă_j_2 s_ɛ_3 x_ɔ_5 tʰ_u_1 h_u_t_5b d_ɯə_k_6b x_ɛ_k_5b h_a_ŋ_2
VIVOSSPK37_086|tʰ_ă_j_1 v_a_w_2 d_ɔ_5 h_ă_j_3 x_w_iə_n_5 x_i_k_5b c_ɛ_4 z_a_j_4 c_i_5 b_ă_ŋ_2 k_a_k_5b h_w_a_t_6b d_o_ŋ͡m_6 tʰ_e_4 c_ɤ̆_t_5b m_a_ŋ_1 t_i_ŋ_5 v_ɤ̆_n_6 d_o_ŋ͡m_6
VIVOSSPK37_087|m_ɤ̆_j_5 ŋ_ă_j_2 s_ă_w_1 t_i_ŋ_2 k_ɤ_2 ŋ_o_j_2 k_a_2 f_e_1 ɣ_ă_p_6b m_i_ŋ_1 h_w_a_ŋ_2 m_a_j_1 c_ɤ̆_n_2 m_ɯ_ŋ_2 kw_a_5 n_ɔ_j_5 l_iə_n_2 n_ɛ_2 k_i_k_6b b_a_n_4 k_uə_4 o_ŋ͡m_1 s_a_w_1 k_a_j_5 k_e_t_5b k_i_2 kw_a_5
VIVOSSPK37_088|s_ă_w_1 d_ɔ_5 ɲ_ɔ_m_5 ŋ_iə_n_1 k_ɯ_w_5 d_ɛ_ŋ_5 z_a_5 m_ɯ_k_5b d_o_6 h_ɛ_ŋ_6 f_u_k_5b v_a_2 tʰ_w_a_4 m_a_n_3 k_uə_4 k_a_k_5b d_o_j_5 t_ɯə_ŋ_6 v_e_2 m_ɔ_n_5 h_a_ŋ_2 m_ɤ_j_5 m_uə_1 h_w_ă_k_6b c_a_j_4 ŋ_iə_m_6 s_o_ŋ͡m_5 v_ɯə_2 l_a_m_2
VIVOSSPK37_089|c_u_ŋ_5 t_o_j_1 k_u_ŋ_3 s_ă_n_3 s_a_ŋ_2 k_u_ŋ_1 ɯ_ŋ_5 z_ɤ_j_5 tʰ_iə_w_6 l_uə_n_1 n_ɯ_3 ɲ_ɤ̆_n_1 v_iə_n_1 t_iə_p_5b v_iə_n_1 c_ɔ_1 k_a_k_5b ɲ_a_2 h_a_ŋ_2 kw_a_n_5 ɲ_ɤ̆_w_6
VIVOSSPK37_090|c_i_4 s_ă_w_1 ɲ_ɯ_ŋ_3 c_a_j_4 ŋ_iə_m_6 ɲ_ɯ_ŋ_3 l_ɤ̆_n_2 v_ɤ̆_p_5b ŋ_a_3 k_ɔ_n_1 m_ɤ_j_5 b_i_ŋ_2 t_ɤ̆_m_1 s_w_i_1 ŋ_i_3 l_a_j_6
VIVOSSPK37_091|t_ɯ_2 d_ɔ_5 z_u_j_4 z_ɔ_1 x_o_ŋ͡m_1 c_i_4 d_e_n_5 v_ɤ_j_5 ŋ_ɤ̆_n_1 h_a_ŋ_2 m_a_2 k_ɔ_n_2 k_a_4 x_ɛ_k_5b h_a_ŋ_2 c_ɔ_ŋ͡m_1 k_a_k_5b z_a_w_1 z_i_k_6b
VIVOSSPK37_092|d_iə_w_2 n_ă_j_2 c_ɯ_ŋ_5 t_ɔ_4 f_ɤ̆_n_2 l_ɤ_n_5 k_a_k_5b z_w_ɛ_ŋ_1 ŋ_iə_p_6b d_a_ŋ_1 h_w_a_t_6b d_o_ŋ͡m_6 tʰ_eo_1 k_iə_w_4 d_ɛ_m_1 k_ɔ_n_1 b_ɔ_4 c_ɤ_6
VIVOSSPK37_093|v_iə_k_6b k_iə_m_4 c_a_1 d_o_6 a_n_1 t_w_a_n_2 k_uə_4 f_ɯə_ŋ_1 t_iə_n_6 n_ă_j_2 k_u_ŋ_3 x_o_ŋ͡m_1 t_o_t_5b c_e_n_1 ɲ_iə_w_2 t_ă_w_2 tʰ_w_iə_n_2 x_o_ŋ͡m_1 k_ɔ_5 a_w_5 f_a_w_1 v_a_2 tʰ_iə_t_5b b_i_6 k_ɯ_w_5 h_o_6
VIVOSSPK37_094|t_o_j_1 d_e_n_5 k_iə_m_4 c_a_1 v_a_2 f_a_t_5b h_iə_n_6 tʰ_ɤ̆_j_5 o_ŋ͡m_1 v_a_2 k_o_1 ɣ_a_j_5 n_ă_m_2 k_iə_1 tʰ_a_m_5 t_ɯ_4 z_a_1 h_iə_w_6 c_ɔ_1 ŋ_a_j_2 c_iə_w_6 f_u_5 ɲ_i_n_2 v_a_w_2 f_ɔ_ŋ͡m_2 t_ă_m_5 k_o_1 t_a_1 d_a_3 c_e_t_5b
VIVOSSPK37_095|k_ɔ_5 ɲ_ɯ_ŋ_3 b_uə_j_4 h_a_j_1 b_e_n_1 l_a_m_2 v_iə_k_6b s_uə_t_5b k_a_4 d_e_m_1 c_i_4 m_o_j_3 c_w_iə_n_6 k_a_j_3 ɲ_ă_w_1 v_e_2 l_ɯə_6 c_ɔ_n_6 k_o_ŋ͡m_1 ŋ_e_6
VIVOSSPK37_096|d_ɤ̆_j_1 s_ɛ_3 l_a_2 m_o_t_6b c_ɤ̆_n_6 d_ɤ̆_w_5 k_ɤ_j_4 m_ɤ_4 d_ɯ_k_5b s_ɛ_3 z_a_j_4 kw_iɛ_t_5b c_ɤ̆_n_6 d_ɤ̆_w_5 ŋ_ă_j_1 c_ɔ_ŋ͡m_1 h_iə_p_6b m_o_t_6b
VIVOSSPK37_097|tʰ_ɯə_ŋ_2 tʰ_i_2 k_i_ŋ_5 b_ă_ŋ_2 c_ɤ̆_t_5b z_eo_4 s_ɛ_3 k_ɔ_5 t_i_ŋ_5 n_ă_ŋ_1 c_o_ŋ͡m_5 v_a_1 c_a_m_6 t_o_t_5b h_ɤ_n_1 b_ă_ŋ_2 tʰ_u_j_4 t_i_ŋ_1
VIVOSSPK37_098|d_ɤ̆_j_1 k_u_ŋ_3 c_i_ŋ_5 l_a_2 tʰ_ɤ_j_2 d_iə_m_4 b_ă_t_5b d_ɤ̆_w_2 k_uə_k_6b d_ɤ̆_w_5 c_ɛ_ŋ_1 z_ɤ̆_t_5b ɣ_ă_j_1 ɣ_ă_t_5b k_uə_4 b_a_n_4 tʰ_ɤ̆_n_1 t_o_j_1
VIVOSSPK37_099|d_iə_w_2 n_ă_j_2 z_u_p_5b ŋ_ă_n_1 ŋ_ɯə_2 k_a_k_5b x_o_j_5 c_ɤ̆_t_5b l_ɔ_ŋ͡m_4 t_i_k_5b t_u_6 s_u_ŋ_1 kw_ɛ_ŋ_1 m_ă_t_5b x_i_1 ŋ_u_4
VIVOSSPK37_100|h_iə_n_6 k_ɔ_5 b_a_1 s_u_1 h_ɯə_ŋ_5 c_i_4 d_a_w_6 f_a_t_5b c_iə_n_4 x_u_1 c_u_ŋ_1 t_ɤ̆_m_1 d_a_ŋ_1 d_ɯə_k_6b c_ɛ_ŋ_1 k_a_j_3
VIVOSSPK37_101|k_uə_j_5 t_w_ɤ̆_n_2 h_ɔ_6 m_ɤ_j_5 ɣ_ă_p_6b ɲ_ă_w_1 l_u_k_5b tʰ_i_2 ɛ_ŋ_1 f_ɔ_ŋ͡m_5 s_ɛ_1 v_e_2 z_o_j_2 s_a_ŋ_5 tʰ_ɯ_5 h_a_j_1 d_i_1 s_ɤ_m_5 x_i_1 tʰ_i_2 c_i_6 d_i_1 t_ă_w_2 k_ɛ_ŋ_5 ŋ_ɤ̆_m_2 z_a_1 tʰ_ă_m_1 c_o_ŋ͡m_2
VIVOSSPK37_102|m_o_t_6b ŋ_ɯə_j_2 z_ɤ̆_n_1 t_a_j_6 s_a_3 t_a_m_1 a_n_1 k_ɔ_n_2 c_ɔ_1 b_iə_t_5b c_ɯə_k_5b d_ɤ̆_j_1 m_uə_n_5 b_ă_t_5b k_uə_1 k_ɤ̆_w_1 k_a_5 c_i_4 k_ɤ̆_n_2 s_uə_ŋ_5 s_uə_j_5 k_ɤ̆_w_1 x_w_a_ŋ_4 m_o_t_6b z_ɤ_2 l_a_2 d_u_4 ă_n_1
VIVOSSPK37_103|d_iə_w_2 c_i_6 d_ɤ̆_w_2 t_iə_n_1 tʰ_ɯə_ŋ_2 l_a_2 ŋ_i_4 ŋ_ɤ_j_1 b_ɤ̆_t_5b d_o_ŋ͡m_6 k_o_4 t_ă_j_1 v_ɤ_j_5 n_ɛ_p_6b k_o_4 t_ă_j_1
VIVOSSPK37_104|l_ɤ_p_5b z_ɤ̆_j_5 b_o_j_2 k_ɔ_5 t_a_k_5b z_u_ŋ_6 ɲ_ɯ_1 m_o_t_6b l_ɤ_p_5b f_u_4 d_a_m_4 b_a_w_4 d_o_6 ɤ̆_m_4 c_ɔ_1 h_a_t_6b n_ă_j_4 m_ɤ̆_m_2
VIVOSSPK37_105|k_uə_ŋ_5 k_uə_ŋ_2 o_ŋ͡m_1 c_i_4 u_5 ɤ_5 v_a_2 c_ă_j_6 ɲ_ɛ_ŋ_1 l_e_n_1 f_iə_5 k_a_w_1 c_ă_ŋ_4 k_i_p_6b k_ɤ̆_t_5b t_iə_ŋ_5 ɣ_ɔ_j_6 k_ɔ_n_1 c_ă_w_5
VIVOSSPK37_106|ŋ_w_a_j_6 c_ɯ_2 k_ɔ_5 h_a_j_1 h_o_6 b_i_6 ɛ_ŋ_4 h_ɯə_ŋ_4 n_ă_ŋ_6 d_a_3 d_o_ŋ͡m_2 i_5 z_i_1 z_ɤ_j_2 t_a_m_6 d_e_n_5 ɲ_a_2 ŋ_ɯə_j_2 tʰ_ɤ̆_n_1 m_o_t_6b tʰ_ɤ_j_2 z_a_n_1
VIVOSSPK37_107|k_o_1 k_u_ŋ_3 d_a_ŋ_1 x_ɔ_k͡p_5b tʰ_u_t_5b tʰ_i_t_5b v_a_2 k_e_4 v_ɤ_j_5 m_o_t_6b f_u_6 n_ɯ_3 k_o_1 ɤ_j_1 c_ă_w_5 d_i_1 c_ɤ_6 ɲ_ɯ_ŋ_1 c_ă_ŋ_4 m_ă_j_1
VIVOSSPK37_108|d_e_4 d_e_n_5 d_ɯə_k_6b v_ɤ_j_5 k_o_ŋ͡m_1 v_iə_k_6b z_i_k_6b tʰ_w_ɤ̆_t_6b c_a_ŋ_2 c_a_j_1 n_ă_j_2 x_a_5 v_ɤ̆_t_5b v_a_4 c_ɔ_ŋ͡m_1 v_iə_k_6b t_iə_p_5b k_ɤ̆_n_6 h_w_a_1 v_ă_n_1
VIVOSSPK37_109|ŋ_ɯə_j_2 k_e_t_5b h_o_n_1 v_ɤ_j_5 k_o_ŋ͡m_1 z_ɤ̆_n_1 v_iə_t_6b n_a_m_1 v_a_2 h_iə_n_6 d_a_ŋ_1 s_i_ŋ_1 s_o_ŋ͡m_5 t_a_j_6 v_iə_t_6b n_a_m_1
VIVOSSPK37_110|l_ɤ̆_w_1 l_ɤ̆_w_1 l_a_j_6 ɣ_ɛ_5 c_ɤ_6 x_i_1 k_a_m_4 tʰ_ɤ̆_j_5 m_ɔ_j_4 m_e_t_6b v_i_2 f_a_j_4 d_ɤ_j_6 s_e_p_5b h_a_ŋ_2 z_a_j_2 h_ă_j_1 ɲ_ɤ̆_n_6 ɲ_ɯ_ŋ_3 n_u_6 k_ɯə_j_2 d_a_3 b_a_k_6b d_i_1 l_u_k_5b m_uə_1 h_a_ŋ_2 c_ɔ_ŋ͡m_1 s_iə_w_1 tʰ_i_6
VIVOSSPK37_111|h_ɔ_k͡p_6b l_a_m_2 k_o_1 z_a_w_5 c_ɔ_1 s_ɤ_4 tʰ_i_k_5b k_uə_4 m_i_ŋ_2 ɲ_ɯ_ŋ_1 k_u_ŋ_3 c_ɔ_1 n_iə_m_2 m_ɤ_1 ɯə_k_5b k_uə_4 o_ŋ͡m_1 b_a_2
VIVOSSPK37_112|h_ɔ_6 b_ɛ_n_2 t_i_m_2 k_ɛ_k_5b d_w_a_t_6b l_a_j_6 h_w_ă_k_6b f_a_5 h_u_j_4 d_e_4 v_u_3 x_i_5 ŋ_w_i_1 h_iə_m_4 n_ă_j_2 x_o_ŋ͡m_1 d_ɯə_k_6b s_ɯ_4 z_u_ŋ_6 v_a_w_2 m_u_k_6b t_iə_w_1 x_u_ŋ_4 b_o_5
VIVOSSPK37_113|b_a_n_6 k_ɔ_5 l_a_2 ŋ_ɯə_j_2 m_a_ŋ_1 d_ɤ̆_j_2 k_a_m_4 s_u_k_5b s_ɯ_6 t_ɤ̆_n_6 t_ɤ̆_m_1 v_a_2 kw_a_n_1 t_ɤ̆_m_1 d_e_n_5 k_o_ŋ͡m_1 v_iə_k_6b k_uə_4 b_a_n_6
VIVOSSPK37_114|k_a_k_5b d_ɯə_ŋ_2 v_iə_n_2 k_ɔ_ŋ͡m_1 k_ɔ_5 tʰ_e_4 d_ɯə_k_6b s_a_ŋ_5 t_a_w_6 c_e_n_1 x_u_ŋ_1 v_ɔ_m_2 k_ɯə_4 s_o_4 c_ɤ̆_w_6 z_ɯə_4 b_a_t_5b h_i_ŋ_2 c_ɔ_n_2
VIVOSSPK37_115|k_ɔ_n_1 ŋ_ɯə_j_2 c_w_iə_n_4 t_iə_p_5b k_ɔ_5 x_a_4 n_ă_ŋ_1 ŋ_ă_n_1 c_ă_n_6 ɲ_ɯ_ŋ_3 x_w_i_ŋ_1 h_ɯə_ŋ_5 t_iə_w_1 k_ɯ_k_6b c_w_iə_n_4 z_a_w_1 t_ɯ_2 tʰ_e_5 h_e_6 c_ɯə_k_5b s_a_ŋ_1 tʰ_e_5 h_e_6 s_ă_w_1
VIVOSSPK37_116|t_o_j_1 d_a_3 t_ɯ_ŋ_2 z_ɤ̆_t_5b t_ɯ_k_5b z_ɤ̆_n_6 x_i_1 b_a_w_5 c_i_5 tʰ_i_2 k_ɯ_5 z_a_1 z_a_4 l_a_2 k_ɤ̆_n_2 f_a_j_4 c_o_ŋ͡m_5 h_a_t_5b ɲ_ɛ_p_5b
VIVOSSPK37_117|t_ɯ_2 d_ɔ_5 c_u_ŋ_5 s_ɛ_3 k_a_m_4 tʰ_ɤ̆_j_5 m_i_ŋ_2 d_ɯə_k_6b t_i_n_1 t_ɯə_ŋ_4 k_ɔ_5 i_k_5b v_a_2 d_a_ŋ_5 t_i_n_1 k_ɤ̆_j_6
VIVOSSPK37_118|ŋ_ɯə_j_2 s_o_ŋ͡m_5 kw_a_5 c_u_ŋ_1 tʰ_ɯ_k_6b d_o_j_1 x_i_1 l_a_j_6 b_i_6 k_ɔ_j_1 l_a_2 d_iə_n_1 b_i_6 f_a_t_5b z_o_2
VIVOSSPK37_119|k_ɔ_n_2 ɲ_ɯ_ŋ_3 b_e_ŋ_6 ɲ_ɤ̆_n_1 d_ɯə_k_6b d_iə_w_2 c_i_6 k_i_3 tʰ_w_ɤ̆_t_6b k_a_w_1 v_ɤ̆_n_3 t_i_ŋ_5 tʰ_eo_1 tʰ_o_ŋ͡m_1 t_ɯ_1 k_u_3 v_i_2 z_ɛ_ŋ_1 m_u_k_6b m_ɤ_j_5 c_i_ŋ_5 tʰ_ɯ_k_5b c_ɯə_1 k_ɔ_5
VIVOSSPK37_120|t_ɯ_2 ɲ_ɔ_4 s_a_1 kw_e_1 d_e_4 d_i_1 h_ɔ_k͡p_6b m_ɔ_j_6 tʰ_ɯ_5 t_ɯ_2 s_w_i_1 ŋ_i_3 c_ɔ_1 t_ɤ_j_5 h_ɛ_ŋ_2 d_o_ŋ͡m_6 k_ɔ_5 l_ɛ_3 i_5 tʰ_ɯ_k_5b t_ɯ_6 l_ɤ̆_p_6b d_a_3 k_ɔ_5 c_ɔ_ŋ͡m_1 k_ɔ_n_1 t_ɯ_2 z_ɤ̆_t_5b s_ɤ_m_5
VIVOSSPK37_121|ɲ_ɯ_ŋ_1 x_ɤ̆_w_1 s_w_ɤ̆_t_5b b_a_n_4 f_a_j_4 k_ɔ_5 c_ɯə_ŋ_1 c_i_ŋ_2 c_w_ɤ̆_n_4 b_iə_n_1 t_ɤ̆_p_6b b_iə_n_1 s_w_a_n_6 tʰ_ɤ̆_t_6b k_i_3 d_e_4 x_i_1 k_o_ŋ͡m_1 b_o_5 k_ɯ_5 tʰ_e_5 l_a_2 i_n_1
VIVOSSPK37_122|d_o_6 m_ɤ̆_n_3 k_a_m_4 k_ɤ̆_n_2 tʰ_iə_t_5b z_u_p_5b b_a_n_6 ɲ_ɤ̆_n_6 z_a_1 ɲ_ɯə_k_6b d_iə_m_4 k_uə_4 m_o_t_5b z_u_2 n_ɔ_5 d_a_ŋ_1 ɤ_4 d_i_ŋ_4 k_a_w_1
VIVOSSPK37_123|c_ɯə_k_5b m_ă_t_5b t_o_j_1 tʰ_a_m_1 z_a_1 k_a_k_5b h_w_a_t_6b d_o_ŋ͡m_6 f_ɔ_ŋ͡m_1 c_a_w_2 h_w_a_t_6b d_o_ŋ͡m_6 t_ɯ_2 tʰ_iə_n_6 z_o_j_2 s_ă_w_1 d_ɔ_5 t_i_ŋ_5 t_iə_p_5b
VIVOSSPK37_124|x_o_ŋ͡m_1 c_i_4 c_ɔ_ŋ͡m_6 t_a_j_2 iə_w_5 k_ɛ_m_5 v_a_2 ŋ_a_3 ɣ_u_k_6b c_ɯə_k_5b ɲ_ɯ_ŋ_3 v_iə_n_1 d_a_n_6 b_ɔ_k͡p_6b d_ɯə_ŋ_2 m_a_2 ŋ_ă_j_1 k_a_4 ŋ_ɯə_j_2 d_ɯ_ŋ_5 d_ɤ̆_w_2 h_o_j_6 d_o_ŋ͡m_2 c_ɔ_ŋ͡m_6 t_a_j_2 kw_o_k͡p_5b z_a_1 k_u_ŋ_3 kw_a_5 k_ɛ_m_5
VIVOSSPK37_125|ɛ_ŋ_5 s_a_ŋ_5 d_i_1 ɲ_ɛ_ŋ_1 h_ɤ_n_1 h_ă_j_1 c_ɤ̆_m_6 h_ɤ_n_1 x_i_1 d_i_1 v_a_w_2 m_o_j_1 c_ɯə_ŋ_2 d_ă_k_6b h_ɤ_n_1
VIVOSSPK37_126|l_ɤ̆_w_1 d_a_j_2 d_ɯə_k_6b d_ă_t_6b c_e_n_1 m_o_t_6b ŋ_ɔ_n_6 n_u_j_5 m_o_t_6b f_iə_5 l_a_2 tʰ_a_w_4 ŋ_w_iə_n_1 s_i_ŋ_1 d_ɛ_p_6b b_a_w_1 l_a_1 f_iə_5 b_e_n_1 k_iə_1 l_a_2 n_ɔ_n_1 s_ɛ_ŋ_1 n_ɯə_k_5b b_iə_k_5b
VIVOSSPK37_127|c_i_6 v_iə_t_5b c_ɔ_1 ɲ_u_1 k_ɤ̆_w_2 t_ɯ_6 k_iə_m_4 s_w_a_t_5b v_e_2 d_a_w_6 d_ɯ_k_5b tʰ_iə_t_5b iə_w_5 d_ɔ_5 k_uə_4 c_i_ŋ_5 c_i_6
VIVOSSPK37_128|k_a_k_5b ɲ_a_2 d_ɤ̆_w_2 t_ɯ_1 l_ɤ_n_5 b_ă_t_5b d_ɤ̆_w_2 m_uə_1 v_a_w_2 d_o_ŋ͡m_2 t_iə_n_2 n_ă_j_2 c_ɔ_ŋ͡m_1 x_i_1 b_a_n_5 z_a_1 h_a_ŋ_2 l_w_a_t_6b m_o_t_6b s_o_5 l_ɯə_ŋ_6 v_a_ŋ_2 l_ɤ_n_5 d_e_4 c_ɛ_ŋ_5 tʰ_ɤ̆_t_5b tʰ_u_1 l_ɤ_j_6 ɲ_w_ɤ̆_n_6
