VIVOSSPK01_R001|kh_as_ch s_aj_n
VIVOSSPK41_191|t_ui nh_iee_n ch_ows t_if_m c_as_ch s_o s_as_nh c_oo aays v_owis ai dd_os
VIVOSSPK41_192|ph_uj h_ui_nh c_os tr_as_ch nh_ieej_m ph_ar_i ch_ws_ng m_i_nh t_uooir c_uar tr_er e_m dd_os
VIVOSSPK41_193|n_eeus t_ooi m_af n_ois s_ai th_if s_i_n c_ws dd_eer qw_a_n t_oaf ph_as_n s_wr
VIVOSSPK41_194|t_oor ch_ws_c l_wow_ng th_wj_c v_af n_oo_ng ng_ieej_p th_ees z_owis t_iees_ng a_nh v_iees_t t_aws_t
VIVOSSPK41_195|z_a m_aws_t b_a_n ch_ir dd_aoj qw_oos_c z_a b_aor v_eej dd_ooj_ng v_aaj_t h_oa_ng z_ax
VIVOSSPK41_196|kh_uoo_n m_awj_t l_oa_n dd_as_ng s_owj tr_aws_ng t_oas_t m_auf c_e_m z_wowx_ng z_a nh_w m_ooj_t s_as_c wows_p
VIVOSSPK41_197|nh_ieeuf tr_wowf_ng h_owj_p s_i_n n_owj h_ai n_aw_m b_eej_nh nh_aa_n dd_awj_ng
VIVOSSPK41_198|ng_wowif v_ieej_t c_os th_ois qw_e_n h_ay nh_if_n l_ee_n tr_ee_n s_e_m c_aas_p tr_ee_n l_af t_aas_m g_wow_ng
VIVOSSPK41_199|nh_wx_ng dd_oois t_wowj_ng n_ayf c_os h_awr_n m_ooj_t dd_ooij ng_ux ch_uyee_n dd_aa_m th_uee ch_es_m m_wows_n
VIVOSSPK41_200|h_ieej_n ng_uyeex_n z_wow_ng c_ux_ng dd_a_ng l_af_m dd_aoj z_ieex_n b_ooj ph_i_m tr_uyeef_n h_if_nh ng_ox v_aws_ng
VIVOSSPK41_201|a_nh i_eeu c_aauf c_as_c c_aauf th_ur ph_ar_i dd_eo b_as_m ng_ay kh_i dd_oois ph_wow_ng c_os b_os_ng
VIVOSSPK41_202|t_ui nh_iee_n n_aw_m ng_wowif tr_o_ng s_oos n_ayf s_i_n z_us_t t_ee_n v_if nh_ieeuf l_is z_o
VIVOSSPK41_203|b_wows_c dd_aauf b_ij c_a_n m_i_nh dd_ax th_waf nh_aaj_n h_af_nh v_i n_ayf
VIVOSSPK41_204|s_ex l_af_m l_aij m_ieex_n ph_is dd_ees_n kh_i n_aof w_ng is m_owis th_ooi
VIVOSSPK41_205|c_ws m_ooix l_aaf_n a_nh ch_aj_m b_os_ng l_af l_aij b_ij kh_as_n z_ar h_u_is_t s_aos ch_ees z_eeux
VIVOSSPK41_206|l_ux tr_er c_o_n t_a_n h_oj_c z_oof_ng z_aws_n th_eo dd_uooi ch_ir tr_or n_ois c_wowif aaf_m ix
VIVOSSPK41_207|z_o v_aayj b_aj_n n_ee_n ch_oj_n l_waj m_ooj_t dd_ooi z_ayf c_wowis ch_o m_if_nh th_aaj_t c_aar_n th_aaj_n
VIVOSSPK41_208|dd_ow_n dd_eef ng_ij c_aas_p z_aays ch_ws_ng nh_aaj_n qw_i_eef_n s_owr h_wux c_aw_n h_ooj
VIVOSSPK41_209|a_nh th_af_nh c_oo_ng v_if dd_ax b_iees_t n_aws_m b_aws_t c_ow h_ooij m_ooj_t c_as_ch ng_iee_m t_us_c
VIVOSSPK41_210|c_os th_eer z_uf_ng t_wowi z_ax nh_or dd_aws_p v_aof ch_oox dd_au h_ay m_uj_n nh_oj_t g_h_er l_owr
VIVOSSPK41_211|t_ui nh_iee_n c_a g_h_es_p dd_ax h_oaf_n t_aas_t nh_w z_wj c_iees_n oo_ng l_iee_m n_ois
VIVOSSPK41_212|m_oij ch_i ph_is v_eef h_aj t_ar_i ch_ur ph_wow_ng t_ieej_n ph_ar_i ch_iuj tr_as_ch nh_ieej_m
VIVOSSPK41_213|v_aayj n_ee_n c_af_ng ph_ar_i z_ef s_er_n ch_i t_ieeu c_ais g_if ph_ar_i t_is_nh tr_wows_c t_is_nh s_au
VIVOSSPK41_214|th_wa b_as_c s_ix n_eeus dd_us_ng v_owj t_ooi c_os c_aaf_n ch_wax tr_ij kh_oo_ng
VIVOSSPK41_215|c_ow qw_a_n dd_ieeuf tr_a s_wr l_is dd_ees_n dd_aau th_if s_ex b_aws_t dd_ees_n dd_os
VIVOSSPK41_216|aos z_aif v_ieej_t n_a_m kh_oo_ng ch_ir dd_ow_n z_ar_n l_af v_aas_n dd_eef m_ix h_oj_c
VIVOSSPK41_217|c_oo g_ais h_aas_t h_af_m v_aof b_ws_c t_wowj_ng b_oos_n th_awf_ng t_wowj_ng dd_ws_ng b_uoof_n b_ax th_ees c_ia
VIVOSSPK41_218|t_ooi c_ar_m th_aays c_aaf_n ph_ar_i z_af_nh th_owif z_a_n dd_eer ng_ir ng_owi
VIVOSSPK41_219|nh_w_ng c_as_n b_ooj dd_os l_af ai th_if ph_ar_i c_ieer_m tr_a m_owis b_iees_t dd_wowj_c
VIVOSSPK41_220|c_of_n ch_owi dd_ieej_n t_wr n_wax th_if b_af n_es_m dd_i l_uoo_n dd_aays
VIVOSSPK41_221|h_oj c_ux_ng l_af nh_wx_ng ng_wowif dd_oof_ng s_as_ng l_aaj_p c_oo_ng t_i n_ayf
VIVOSSPK41_222|t_ooi ais ng_aij nh_if_n t_wf_ng z_oj_t n_wows_c m_aws_t was z_a t_wf kh_oes m_aws_t c_oo b_es
VIVOSSPK41_223|dd_awj_t ch_o b_ar_n th_aa_n h_af_ng l_oaj_t c_aau h_oir dd_ieeuf g_if t_ooi dd_a_m m_ee nh_aas_t
VIVOSSPK41_224|h_eej th_oos_ng ng_aa_n h_af_ng l_aij m_ooj_t l_aaf_n n_wax nh_w tr_ws_ng dd_eer dd_aauf g_aayj
VIVOSSPK41_225|l_af_m s_ao h_aws_n t_a c_os th_eer th_eo z_aaus t_ooi nh_a_nh dd_ees_n th_ees
VIVOSSPK41_226|c_of_n m_uix v_af m_aws_t nh_w th_ees l_af c_aa_n dd_oois v_owis kh_uoo_n m_awj_t kh_oo_ng n_ee_n s_war
VIVOSSPK41_227|nh_w v_aayj t_aij s_ao th_ij_t n_wows_ng l_aij c_os ng_ui c_ow g_aay u_ng th_w
VIVOSSPK41_228|nh_w_ng kh_eos qw_as c_ux_ng kh_oo_ng t_oos_t m_af kh_iee_m t_oos_n qw_as c_ux_ng kh_oo_ng n_ee_n
VIVOSSPK41_229|ng_uyee_n t_wr b_ar_ng t_uaaf_n h_oaf_n c_as_c ng_uyee_n t_oos h_oas h_oj_c l_iee_n c_ees_t h_oas h_oj_c
VIVOSSPK41_230|kh_oo_ng c_ao t_ay ng_ay t_wf dd_aauf s_ex kh_oo_ng c_os z_aaus aas_n z_iee_ng
VIVOSSPK41_231|m_oij ws_ng s_wr v_aof c_ow th_eer m_ar_nh m_ai c_uar dd_af l_aj_t dd_eeuf ph_ar_i nh_ej t_ay
VIVOSSPK41_232|ng_iee_m c_aas_m z_wx l_aij kh_oar_n h_oa h_oof_ng dd_eer s_wr z_uj_ng s_ai m_uj_c dd_is_ch
VIVOSSPK41_233|oo_ng ch_us t_aa_m nh_ieeuf dd_ees_n dd_eef t_aif b_as_c h_oof ch_ij z_aa_n c_oo_ng ng_wowif ch_iees_n s_ix
VIVOSSPK41_234|t_uij c_o_n tr_ai tr_o_ng s_os_m h_ay z_ur nh_au dd_i t_aws_m s_oo_ng
VIVOSSPK41_235|c_os ph_ar_i b_aj_n kh_oo_ng m_uoos_n ch_aas_p nh_aaj_n c_ieeur qw_a_n h_eej n_war v_owif n_ayf
VIVOSSPK41_236|th_wa nh_wx_ng tr_wowf_ng h_owj_p ng_i v_aas_n n_ayf owr c_aas_p tr_u_ng wow_ng h_ay c_aas_p dd_iaj ph_wow_ng
VIVOSSPK41_237|oo_ng c_ws_ng c_oir a_nh c_oi l_aij dd_ow_n c_os ch_oox n_aof c_is_ch dd_ooj_ng kh_oo_ng
VIVOSSPK41_238|nh_w_ng l_af_m s_ao tr_as_nh kh_oir nh_wx_ng c_aj_m b_aayx ng_wowif dd_aayf z_aayx dd_os dd_aay
VIVOSSPK41_239|tr_of dd_oof_ng th_a_nh z_aj z_aa_n z_a_n l_af th_aayf v_owis t_uij c_o_n
VIVOSSPK41_240|z_eex b_or qw_a tr_ieeuj ch_ws_ng nh_ooif m_aus c_ow t_i_m owr ph_uj n_wx
VIVOSSPK41_241|t_ows s_ex z_wx ch_awj_t n_ieef_m h_aj_nh ph_us_c m_af m_if_nh dd_a_ng c_os
VIVOSSPK41_242|v_if h_oj kh_oo_ng th_eer ng_aw_n c_ar_n s_wj th_aw_m n_o_m c_uar ng_wowif ch_oof_ng c_ux v_owis c_o_n
VIVOSSPK41_243|th_owif z_a_n qw_a nh_ieeuf z_wj as_n dd_wowj_c z_ao dd_aas_t nh_w_ng v_ieej_c tr_ieer_n kh_ai kh_as ch_aaj_m
VIVOSSPK41_244|ws_ng v_iee_n c_os b_eef z_ayf c_i_nh ng_ieej_m th_wj_c t_ieex_n owr b_aas_t c_if ng_af_nh ng_eef n_aof
VIVOSSPK41_245|ch_us_ng t_a ph_ar_i ph_as h_uir c_as_c th_iees_t b_ij h_aw_m z_oaj t_auf b_ieer_n tr_o_ng v_uf_ng v_ij_nh
VIVOSSPK41_246|t_ui nh_iee_n s_ar_n ph_aar_m l_oaij n_ayf ch_wa th_wj_c s_wj th_oo_ng z_uj_ng
VIVOSSPK41_247|tr_ee_n t_uyees_n m_wow_ng h_aof n_a_m l_as_ng h_ieej_n dd_a_ng dd_wowj_c c_oos_ng h_oas l_af_m dd_wowf_ng z_ao th_oo_ng
VIVOSSPK41_248|h_ieej_n n_ay c_as_c t_oor ch_ws_c t_w nh_aa_n c_ux_ng dd_ax s_wr z_uj_ng c_as_ch n_ayf
VIVOSSPK41_249|nh_awf_m l_af_m t_aw_ng th_ee_m v_er dd_ej_p c_uar th_ij s_ax v_aof b_a_n dd_ee_m
VIVOSSPK41_250|nh_aa_n dd_oj_c b_if_nh z_wow_ng c_oo_ng b_oos c_as_c c_aay s_aw_ng z_a_n l_aaj_n
VIVOSSPK41_251|h_ayx dd_eer ng_wowif z_aa_n s_oos_ng v_af l_af_m v_ieej_c th_eo ph_as_p l_uaaj_t dd_us_ng ng_iax
VIVOSSPK41_252|th_eo dd_ij_nh ng_iax b_ar_n t_i_n dd_ieej_n t_wr c_os ng_iax l_af ng_aws_n g_oj_n
VIVOSSPK41_253|kh_i c_as_n b_ooj c_ao c_aas_p dd_wowj_c ai m_owif dd_i aw_n c_ow_m tr_wa ch_ieeuf t_oois
VIVOSSPK41_254|z_iee_ng nh_wx_ng h_of_n n_oof_m h_of_n oo_ng h_of_n z_aa_m v_af h_of_n z_aauf
VIVOSSPK41_255|c_aau tr_ar l_owif nh_w th_ees n_aof ai c_ux_ng z_ox c_ar ph_os th_ur t_wows_ng n_ois t_iees_p
VIVOSSPK41_256|oo_ng c_os th_eer ch_o b_iees_t c_ees_t qw_ar th_wr ng_ieej_m b_wows_c dd_aauf nh_w th_ees n_aof
VIVOSSPK41_257|ch_us_ng t_ooi th_wj_c h_ieej_n v_ieej_c n_ayf ph_ar_i n_ois l_af kh_as t_oos_t
VIVOSSPK41_258|ch_awr_ng ai b_or v_eef c_ar v_if kh_oo_ng l_ex z_a dd_aay z_ooif l_aij v_eef t_ay kh_oo_ng
VIVOSSPK41_259|s_au kh_i c_aws_t ch_ir t_ooi l_aij ph_ar_i b_os b_ooj_t n_awf_m m_ooj_t th_as_ng
VIVOSSPK41_260|dd_os l_af dd_ieeuf m_af z_owis h_aa_m m_ooj dd_a_ng n_os_ng l_of_ng ch_owf dd_owij
VIVOSSPK41_261|dd_eer h_oo_m n_ay l_aij h_as_t h_as_t v_owis m_ais t_os_c b_aj_c ph_ow
VIVOSSPK41_262|th_u h_ees_t c_a_n dd_ar_m t_ooi ch_aj_m v_aof l_w_ng c_er t_if_nh ng_i
VIVOSSPK41_263|t_ooi th_aays h_ws_ng th_us l_aws_m v_owis nh_wx_ng c_ais l_oof_ng dd_ef_n c_uar m_aays dd_was b_aj_n
VIVOSSPK41_264|t_ai qw_ar h_oof_ng c_of_n c_os t_ee_n th_ij dd_ees z_uf_ng ch_wax kh_is ng_ij_ch n_aas_c
VIVOSSPK41_265|c_oos n_uoos_t dd_aws_ng c_uoos_n l_us z_ej_p dd_aw_ng ch_owf v_aaj_n s_ui qw_a g_aws_ng b_ayf c_eo kh_as_c
VIVOSSPK41_266|g_ay g_o l_aws_m nh_w_ng h_oaf_ng a_nh z_a l_ai s_ex l_af_m dd_wowj_c
VIVOSSPK41_267|tr_o_ng b_ooj l_uaaj_t h_if_nh s_wj c_os qw_i dd_ij_nh t_ooij z_us_p ng_wowif kh_as_c t_wj s_as_t
VIVOSSPK41_268|th_eo a_nh nh_wx_ng ng_wowif n_uooi z_a c_aaf_m h_ieej_n dd_a_ng h_i v_oj_ng g_if
VIVOSSPK41_269|nh_aaj_n th_w c_ais m_aaj_n ch_awr_ng b_iees_t n_ee_n v_ui h_ay b_uoof_n dd_aay
VIVOSSPK41_270|h_aj_nh ph_us_c w nh_ieeuf kh_i t_ooi ng_ix z_awf_ng t_ooi ch_wa c_os
VIVOSSPK41_271|c_aw_ng th_awr_ng v_aax_n t_iees_p t_uj_c n_os_ng z_wax nh_aaj_t v_af tr_u_ng qw_oos_c
VIVOSSPK41_272|c_os nh_ieeuf c_ow qw_a_n th_a_m z_a v_ieej_c c_aas_p ph_es_p h_oaj_t dd_ooj_ng c_i_nh z_oa_nh
VIVOSSPK41_273|ws_ng v_iee_n qw_a_n t_aa_m s_i_n l_iee_n l_aj_c th_ee_m dd_eer b_iees_t ch_i t_iees_t
VIVOSSPK41_274|m_ooix ng_ayf b_af ch_ir aw_n n_war ch_es_n c_ow_m v_owis z_au l_uooj_c
VIVOSSPK41_275|tr_ais v_ar th_wowf_ng dd_wowj_c ch_ees b_iees_n th_af_nh n_wows_c z_ar_i kh_as_t h_oawj_c l_af_m m_ws_t
VIVOSSPK41_276|m_uj h_ai dd_ws_ng dd_os dd_eer dd_os_ng v_ai t_uoof_ng c_uar ng_wowif th_ws b_a
VIVOSSPK41_277|h_oj dd_a_ng c_aaf_n g_aoj m_uoois th_ws_c aw_n owr ch_owj z_er dd_i
VIVOSSPK41_278|a_nh h_oaf_ng dd_af_nh b_aas_m b_uj_ng dd_wa t_ieef_n dd_eer dd_wowj_c s_as_c nh_aaj_n
VIVOSSPK41_279|v_if v_aayj c_o_n b_es v_aax_n l_ius l_o v_ui v_er n_ois c_eer l_uoo_n m_oof_m
VIVOSSPK41_280|l_aays ch_oof_ng t_aay c_ieeur g_if m_af s_as_ng c_i_m ch_i tr_wa c_i_m ch_i t_oois c_i_m ch_i
VIVOSSPK41_281|v_iar h_ef dd_wowf_ng ng_uyeex_n h_wux c_aauf ph_ar_i dd_aof l_ee_n l_af_m l_aij
VIVOSSPK41_282|t_ooi l_uoo_n c_os nh_aws_n nh_ur s_au kh_i t_a m_uoos_n l_af c_os th_eer dd_wowj_c
VIVOSSPK41_283|h_ayx dd_eer th_owif z_a_n t_if_m h_ieeur th_ee_m v_af th_uyees_t ph_uj_c z_a dd_if_nh
VIVOSSPK41_284|m_ej m_uoos_n c_o_n ch_ws_ng m_i_nh z_awf_ng m_ej dd_us_ng v_af oo_ng aays h_oaf_n t_oaf_n s_ai
VIVOSSPK41_285|h_oj s_e_m s_es_t m_ooj_t c_as_ch th_us v_ij tr_aaf_m tr_oof z_ooif ch_uj_p ar_nh
VIVOSSPK41_286|tr_wows_c dd_aay t_ooi ch_wa b_ao z_owf ch_owi th_ws qw_aaf_n v_owj_t nh_w v_aayj
VIVOSSPK41_287|z_oos_ng nh_w kh_oo_ng kh_is dd_ooi kh_i ng_wowif t_a kh_oo_ng is th_ws_c m_if_nh dd_a_ng th_owr
VIVOSSPK41_288|s_wj v_ieej_c dd_ax l_af_m ch_uyees_n b_ay ch_aaj_m m_ooj_t z_owf s_o v_owis c_ees h_oaj_ch
VIVOSSPK41_289|b_ar_n th_aa_n t_ooi c_ux_ng th_is_ch s_e_m c_as_c ch_wow_ng tr_if_nh z_ar_i tr_is c_os c_as_c ng_eej s_ix
VIVOSSPK41_290|nh_wx_ng c_oo th_ieeus n_wx s_i_nh t_wowi tr_a_ng ph_uj_c z_aas_t m_oos_t dd_a_ng z_aoj ch_owi
VIVOSSPK41_291|dd_os s_ex l_af m_ooj_t c_uooj_c dd_aaus tr_a_nh qw_i_ees_t dd_ij_nh dd_eeuf kh_aws_p v_af c_uar qw_aaf_n ch_us_ng
VIVOSSPK41_292|kh_i dd_ooij t_uyeer_n t_wowr_ng c_aaf_m ch_aws_c c_us_p nh_w_ng c_uoois c_uf_ng v_aax_n tr_aws_ng t_ay th_if s_ao
VIVOSSPK41_293|b_ar_n nh_aj_c qw_e_n th_uooj_c v_a_ng l_ee_n ph_ias tr_o_ng c_as_c c_war c_is_nh s_as_ng l_u_ng l_i_nh
VIVOSSPK41_294|e_m ch_ar b_iees_t dd_us_ng l_af n_ois nh_w s_ao owr t_uoos_t tr_ee_n m_aay
VIVOSSPK41_295|z_aays ch_o ph_es_p ng_ir dd_i z_u l_ij_ch c_uar c_ow qw_a_n ch_ur qw_ar_n
VIVOSSPK41_296|oo_ng t_a l_aays t_ay dd_aayr s_au l_w_ng b_af v_owj dd_a_ng m_ieex_n c_wowx_ng dd_i th_eo h_oaf_ng
VIVOSSPK41_297|h_oa m_ooj_c l_a_n h_us_t dd_eef c_wr z_ar_i c_i_m c_ee b_as_ch h_oa
VIVOSSPK41_298|v_af ng_ay s_au dd_os b_oj_n c_oo_n dd_oof dd_ax qw_ay l_aij dd_eer tr_ar th_uf m_a_n z_owj
VIVOSSPK41_299|z_wj th_i h_ai kh_oois c_os dd_wowj_c s_es_t c_ar h_ai ng_uyeej_n v_oj_ng
VIVOSSPK41_300|c_ix th_uaaj_t t_if_m c_oo_ng th_ws_c c_uar c_as_c h_owj_p ch_aas_t v_oo c_ow
VIVOSSPK42_001|ch_ir m_owis z_owf s_ow s_ow t_owis dd_aauf g_oois th_ooi m_af c_ux_ng dd_ax s_i_nh s_wj
VIVOSSPK42_002|th_ay dd_ooir l_ows_n nh_aas_t owr dd_aay l_af s_wj m_i_nh b_aj_ch h_oas m_ax ng_uoof_n
VIVOSSPK42_003|dd_ee_m n_aof c_ux_ng v_aayj kh_ao s_a_n dd_eeuf m_a_ng m_auf s_aws_c l_eex h_ooij v_ui t_wowi
VIVOSSPK42_004|t_ooi v_aax_n ng_ix th_ees ng_e ch_uyeej_n c_uar ch_ij t_ooi l_aij c_af_ng t_i_n nh_w th_ees
VIVOSSPK42_005|ng_ay s_au kh_i g_owx n_os_n c_aaf_n dd_awj_t n_ej_p c_oor ch_o n_aj_n nh_aa_n
VIVOSSPK42_006|nh_ieeuf ng_wowif b_aws_t dd_aauf m_a_ng c_ow_m dd_ees_n c_oo_ng s_owr aw_n tr_wa nh_w th_owif b_ao c_aas_p
VIVOSSPK42_007|t_wf z_as_ng v_er c_uar h_oj t_ooi dd_oj_c dd_wowj_c s_wj c_aaf_n c_uf
VIVOSSPK42_008|th_if m_if_nh dd_i c_iees_m l_af dd_wowj_c c_os dd_iaj ch_ir ch_ws b_ooj
VIVOSSPK42_009|s_aws_p t_owis oo_ng s_ex dd_ees_n v_ieej_t n_a_m v_owis m_ooj_t th_oo_ng dd_ieej_p g_if
VIVOSSPK42_010|b_aor v_eej h_ay th_w c_is g_if c_ux_ng dd_wowj_c t_uif a_nh b_oos tr_is
VIVOSSPK42_011|b_aws_t dd_aauf ch_uaar_n b_ij ch_o ch_uyees_n t_auf tr_owr v_eef dd_aas_t m_ej
VIVOSSPK42_012|ch_o n_ee_n l_uaaj_t z_wowj_c ph_ar_i ch_ees dd_ij_nh ch_o dd_wowj_c nh_wx_ng n_ooij z_u_ng n_ayf
VIVOSSPK42_013|b_a n_aw_m tr_owif v_owis s_a dd_ur dd_eer n_os ng_ix dd_os l_af t_if_nh i_eeu
VIVOSSPK42_014|z_ieej_n t_is_ch t_a_m z_as_c th_eer t_is_ch h_if_nh h_ooj_p v_af h_if_nh t_ws z_ieej_n
VIVOSSPK42_015|b_oos l_aays l_uoo_n ch_wx dd_a owr dd_aauf dd_eer l_af_m t_ee_n v_ieej_t ch_o t_ieej_n
VIVOSSPK42_016|z_ooif c_ux_ng kh_oo_ng th_af_nh c_of_n c_o_n m_if_nh ch_ir th_ee_m b_uoof_n b_ax th_aas_t v_oj_ng
VIVOSSPK42_017|t_aij s_ao b_iaf c_as_c t_aj_p ch_is th_wowf_ng dd_aw_ng h_if_nh c_as_c c_oo g_ais
VIVOSSPK42_018|ph_aaf_n n_ayf s_ex h_oaf_n t_aas_t s_aay z_wj_ng c_uoois c_uf_ng tr_o_ng v_aif th_as_ng t_owis
VIVOSSPK42_019|dd_eeuf dd_wowj_c c_ooj_ng h_wowr_ng c_uf_ng nh_wx_ng t_aa_m h_oof_n qw_a t_wf_ng c_aau ch_wx v_ieej_t
VIVOSSPK42_020|c_uj th_eer nh_wx_ng qw_i dd_ij_nh n_ayf s_ex th_ay dd_ooir nh_w th_ees n_aof th_wa oo_ng
VIVOSSPK42_021|c_of_n ng_wowif z_ay z_ws_t t_iees_c n_uoois dd_os l_af c_o_n v_af nh_wx_ng ng_wowif kh_oo_ng c_of_n m_ej
VIVOSSPK42_022|m_ooj_t c_ar_n tr_owr kh_as_c ch_is_nh l_af s_wj h_aj_n ch_ees v_eef ch_uyeer_n ng_wx
VIVOSSPK42_023|v_aa_ng nh_w_ng n_eeus t_ooi l_ao dd_ooj_ng th_if l_af_m s_ao m_af kh_oer m_aj_nh th_ees n_ayf dd_wowj_c
VIVOSSPK42_024|s_os_ng n_wows_c s_oo_ng h_oof_ng if oaj_p v_oox v_aof m_aj_n th_uyeef_n kh_as_ch th_wow_ng h_oof
VIVOSSPK42_025|nh_os_m c_oor ph_ieeus ng_af_nh z_wowj_c t_iees_p t_uj_c z_ar_m s_af_n nh_ieeuf nh_aas_t
VIVOSSPK42_026|ch_us_c b_aj_n dd_oj_c c_os th_aaj_t nh_ieeuf th_owif z_a_n th_w z_ax_n th_oair m_ais
VIVOSSPK42_027|th_aaj_m ch_is n_eeus l_af v_i ph_aj_m ng_iee_m tr_oj_ng c_os th_eer s_wr l_is h_if_nh s_wj
VIVOSSPK42_028|c_as_c b_aj_n dd_a_ng ph_ar_i tr_ar_i qw_a nh_wx_ng th_owif kh_aws_c dd_aayf kh_os kh_aw_n
VIVOSSPK42_029|z_awj_ng b_aaf_n c_ao l_ows_n uoos_n qw_a_nh th_eo c_as_c z_oi v_ij_nh c_uar z_of_ng s_oo_ng
VIVOSSPK42_030|dd_awj_c b_ieej_t nh_ieeuf v_aas_n dd_eef ch_uyee_n m_oo_n z_aas_t dd_as_ng h_oj_c h_oir
VIVOSSPK42_031|oo_ng n_ois kh_i c_af ph_ee c_os z_as tr_ooj_m owr dd_aau v_eef dd_oo_ng nh_w z_wowi
VIVOSSPK42_032|th_oo_ng th_wowf_ng ng_wowif t_a ch_ir th_is_ch n_ois m_awj_t t_oos_t nh_ieeuf h_ow_n
VIVOSSPK42_033|ch_iees_c b_oof_n dd_wowj_c dd_aof l_ee_n v_af dd_wa v_aof m_ooj_t h_aof n_wows_c
VIVOSSPK42_034|dd_aauf t_w n_wows_c ng_oaif ch_us_ng t_a c_ux_ng kh_oo_ng qw_a_n t_aa_m n_wax
VIVOSSPK42_035|dd_aayr m_aj_nh t_iees_n tr_if_nh s_aws_p s_ees_p c_oor ph_aaf_n h_oas z_oa_nh ng_ieej_p nh_af n_wows_c
VIVOSSPK42_036|z_ij_ch v_uj ch_aw_m s_os_c m_os_ng t_ay c_uar ng_wowif v_ieej_t kh_as_c ng_wowif ng_a owr ch_oox n_aof
VIVOSSPK42_037|nh_ieeuf b_aj_n h_ooif dd_aauf t_of m_of dd_ees_n th_a_m z_a th_wr s_au dd_os th_if
VIVOSSPK42_038|l_oois dd_i l_ee_n ch_uaf z_ar_i dd_aayf l_as b_ee_n nh_wx_ng h_af_ng c_aay c_oor th_uj
VIVOSSPK42_039|h_ieej_n n_ay nh_af dd_ax ng_iee_ng z_wx z_ooij ch_aws_c ch_ir tr_uj dd_wowj_c n_aw_m b_ayr ph_us_t n_wax
VIVOSSPK42_040|nh_w_ng v_if dd_a_ng n_o l_aij b_uoof_n ng_ur m_eof c_ux_ng th_a ch_o
VIVOSSPK42_041|tr_wowf_ng h_owj_p z_uf_ng qw_as l_ieeuf th_uoos_c b_ij t_ai b_iees_n dd_wowj_c g_oij l_af ng_ooj dd_ooj_c th_uoos_c
VIVOSSPK42_042|g_aoj dd_wowj_c s_ay z_a th_af_nh b_ooj_t v_af l_af_m th_af_nh z_aj_ng v_iee_n
VIVOSSPK42_043|l_iee_n t_wf oo_n t_aaj_p v_af c_ur_ng c_oos c_as_ch s_wr z_uj_ng c_as_c l_oaij t_wf n_oois
VIVOSSPK42_044|m_ooj_t c_o_n dd_wowf_ng c_os h_ai h_af_ng c_aay h_ai b_ee_n v_af ng_oawf_n ng_oef_o
VIVOSSPK42_045|t_aif s_ees h_oir dd_i dd_wowf_ng n_aof c_of n_ois dd_i th_awr_ng qw_a tr_aj_m l_uoo_n
VIVOSSPK42_046|dd_aay l_af l_oaij b_o_m ph_as_t qw_a_ng h_ay c_of_n g_oij l_af b_o_m qw_es_t c_of_n ng_uyee_n v_ej_n
VIVOSSPK42_047|h_ow_n th_ees dd_os l_aij l_af v_ij v_ua m_af m_if_nh i_eeu m_ees_n
VIVOSSPK42_048|t_is n_ois v_owis b_oos l_af b_af n_ooij n_aaus kh_oo_ng c_os nh_ieeuf m_os_n nh_w m_ej
VIVOSSPK42_049|s_ex c_os b_ao nh_ieeu h_ax_ng ph_i_m tr_uj n_ooir tr_wows_c c_ow_n l_oos_c th_ij tr_wowf_ng
VIVOSSPK42_050|c_ar_nh ch_eof c_eos kh_as_ch kh_iees_n z_ao th_oo_ng kh_u v_wj_c n_ayf h_ees_t s_ws_c l_ooj_n s_ooj_n
VIVOSSPK42_051|nh_w th_ees l_af qw_as is_t qw_as ch_aaj_m s_o v_owis nh_u c_aauf c_uar dd_aas_t n_wows_c
VIVOSSPK42_052|c_uooj_c s_oos_ng c_uar t_ooi c_ux_ng b_aws_t dd_aauf c_os ng_ax z_ex t_wf dd_aay
VIVOSSPK42_053|tr_o_ng th_owif z_a_n c_ieej_n t_uj_ng ch_oof_ng h_ueej es_p b_uooj_c c_oo c_is v_aof z_aays l_i h_oo_n
VIVOSSPK42_054|t_ui c_ux_ng g_oij v_aayj v_if nh_owf n_os m_af t_ui c_ux_ng dd_ooir dd_owif
VIVOSSPK42_055|c_oo aays n_ois h_ayx nh_aaj_n c_oo aays l_af_m e_m g_ais dd_i
VIVOSSPK42_056|qw_as b_ws_c s_us_c z_aa_n l_af_ng c_eos nh_au l_ee_n h_uyeej_n s_i_n c_ais ch_oox dd_aauj t_auf
VIVOSSPK42_057|kh_i b_uooj_c h_oir l_af_m v_ieej_c dd_os ch_us_ng t_a c_os qw_i_eef_n kh_oo_ng tr_ar l_owif
VIVOSSPK42_058|v_af t_ooi dd_wowj_c th_aw_ng t_iees_n kh_as nh_a_nh s_au m_ooj_t th_owif z_a_n ng_aws_n
VIVOSSPK42_059|t_ooi t_wf_ng b_ij g_as_n ch_o nh_wx_ng b_ieej_t z_a_nh m_af m_if_nh kh_oo_ng m_uoos_n
VIVOSSPK42_060|nh_af m_ays n_ayf c_os b_ooj ph_aaj_n nh_uooj_m n_wows_c th_ar_i dd_e_n th_ui
VIVOSSPK42_061|dd_wf_ng z_af_nh th_owif z_a_n tr_wows_c b_uooir n_ois ch_uyeej_n dd_eer z_u_n s_owj v_af l_o l_aws_ng
